title,notation,label
"5103.04-Slavery, bondage",5103.04,"Slavery, bondage"
5103.05-War ,5103.05,War 
5103.99-Other (specify),5103.99,Other (specify)
5201.01-Birth rate,5201.01,Birth rate
5201.02-General fertility,5201.02,General fertility
5201.03-Illegitimacy,5201.03,Illegitimacy
5201.04-Marriages rate ,5201.04,Marriages rate 
5201.05-Sterility and fecundity,5201.05,Sterility and fecundity
5201.99-Other (specify),5201.99,Other (specify)
5202.01-Methodology of research,5202.01,Methodology of research
5202.02-Methodology of analysis,5202.02,Methodology of analysis
5202.03-Theory,5202.03,Theory
5202.99-Other (specify),5202.99,Other (specify)
5203.01-Internal mobility and migrations,5203.01,Internal mobility and migrations
5203.02-International mobility and migrations,5203.02,International mobility and migrations
5203.03-Local Demography,5203.03,Local Demography
5203.04-Regional Demography,5203.04,Regional Demography
5203.05-Rural Demography,5203.05,Rural Demography
5203.06-Urban Demography,5203.06,Urban Demography
5203.99-Other (specify),5203.99,Other (specify)
5204.01-Fertility and marriage rate,5204.01,Fertility and marriage rate
5204.02-Methodological aspects,5204.02,Methodological aspects
5204.03-Migration,5204.03,Migration
5204.04-Mortality,5204.04,Mortality
5204.05-Sources of observation,5204.05,Sources of observation
5204.06-Theoretical aspects,5204.06,Theoretical aspects
5204.99-Other (specify),5204.99,Other (specify)
5205.01-Causes of mortality,5205.01,Causes of mortality
5205.02-General mortality,5205.02,General mortality
5205.03-Infant mortality,5205.03,Infant mortality
5205.04-prenatal and perinatal mortality,5205.04,prenatal and perinatal mortality
5205.05-Related variables,5205.05,Related variables
5205.99-Other (specify),5205.99,Other (specify)
5206.01-Active population,5206.01,Active population
5206.02-Age distribution,5206.02,Age distribution
5206.03-Ageing of the population,5206.03,Ageing of the population
5206.04-Biological characteristics ,5206.04,Biological characteristics 
5206.05-Epidemiological characteristics,5206.05,Epidemiological characteristics
5206.06-General demographic structures,5206.06,General demographic structures
5206.07-Morbidity,5206.07,Morbidity
5206.08-Population genetics ,5206.08,Population genetics 
5206.09-Sex,5206.09,Sex
5206.10-Socio-economic characteristics,5206.10,Socio-economic characteristics
5206.99-Other (specify),5206.99,Other (specify)
5207.01-Computational demography ,5207.01,Computational demography 
5207.02-Demographic transition,5207.02,Demographic transition
5207.03-Demographic analysis,5207.03,Demographic analysis
5207.04-Population censuses and other data collection,5207.04,Population censuses and other data collection
5207.05-Population estimates,5207.05,Population estimates
5207.06-Population forecasts,5207.06,Population forecasts
5207.07-Population growth,5207.07,Population growth
5207.08-Population models,5207.08,Population models
5207.09-Population projections,5207.09,Population projections
5207.10-Statistics of population ,5207.10,Statistics of population 
5207.99-Other (specify),5207.99,Other (specify)
5301.01-Fiscal policy and public debt,5301.01,Fiscal policy and public debt
5301.02-Public finance (budget),5301.02,Public finance (budget)
5301.99-Other (specify),5301.99,Other (specify)
5302.01-Economic indicators,5302.01,Economic indicators
5302.02-Econometric models,5302.02,Econometric models
5302.03-Economic projection,5302.03,Economic projection
5302.04-Economic statistics ,5302.04,Economic statistics 
5302.05-Economic time-series,5302.05,Economic time-series
5302.99-Other (specify),5302.99,Other (specify)
5303.01-Financial accounts,5303.01,Financial accounts
5303.02-National wealth and balance sheets,5303.02,National wealth and balance sheets
5303.03-National income accounting,5303.03,National income accounting
5303.04-Input-output,5303.04,Input-output
5303.05-Social accounts,5303.05,Social accounts
5303.99-Other (specify),5303.99,Other (specify)
"5304.01-Consumption, savings, investment",5304.01,"Consumption, savings, investment"
5304.02-Distribution,5304.02,Distribution
5304.03-Domestic trade,5304.03,Domestic trade
5304.04-Foreign trade ,5304.04,Foreign trade 
5304.05-Insurance,5304.05,Insurance
5304.06-Money and banking,5304.06,Money and banking
5304.07-Production,5304.07,Production
5304.08-Re-distribution,5304.08,Re-distribution
5304.99-Other (specify),5304.99,Other (specify)
5305.01-Capitalist economic systems,5305.01,Capitalist economic systems
5305.02-Collectivist economic systems,5305.02,Collectivist economic systems
5305.03-Comparative economic systems,5305.03,Comparative economic systems
5305.04-Socialist economic systems,5305.04,Socialist economic systems
5305.99-Other (specify),5305.99,Other (specify)
5306.01-Economics of research and experimental development ,5306.01,Economics of research and experimental development 
5306.02-Technological innovation,5306.02,Technological innovation
5306.03-Transfer of technology,5306.03,Transfer of technology
5306.99-Other (specify),5306.99,Other (specify)
5307.01-Capital formation,5307.01,Capital formation
5307.02-Credit theory,5307.02,Credit theory
5307.03-Economic development models and theories,5307.03,Economic development models and theories
5307.04-Economic development studies,5307.04,Economic development studies
5307.05-Economic equilibrium,5307.05,Economic equilibrium
5307.06-Economic fluctuations,5307.06,Economic fluctuations
5307.07-economic forecasting,5307.07,economic forecasting
5307.08-Economic growth theory,5307.08,Economic growth theory
5307.09-Economic planning theory,5307.09,Economic planning theory
5307.10-Employment theory and models,5307.10,Employment theory and models
5307.11-Fiscal theory,5307.11,Fiscal theory
5307.12-International trade theory ,5307.12,International trade theory 
5307.13-Investment theory,5307.13,Investment theory
5307.14-Macro-economic Theory,5307.14,Macro-economic Theory
5307.15-Micro-economic Theory,5307.15,Micro-economic Theory
5307.16-Monetary theory,5307.16,Monetary theory
5307.17-Savings theory,5307.17,Savings theory
5307.18-Stabilization theories,5307.18,Stabilization theories
5307.19-Welfare theory,5307.19,Welfare theory
5307.99-Other (specify),5307.99,Other (specify)
5308.01-Economic methodology,5308.01,Economic methodology
5308.02-Consumer Behavior ,5308.02,Consumer Behavior 
5308.03-History of economic thought ,5308.03,History of economic thought 
5308.99-Other (specify),5308.99,Other (specify)
5309.01-Economic concentration,5309.01,Economic concentration
5309.02-Economic integration,5309.02,Economic integration
5309.03-Government regulation of the private sector,5309.03,Government regulation of the private sector
5309.04-Market structure,5309.04,Market structure
5309.05-Monopoly and competition,5309.05,Monopoly and competition
5309.06-Public enterprises,5309.06,Public enterprises
5309.07-Public utilities,5309.07,Public utilities
5309.99-Other (specify),5309.99,Other (specify)
5310.01-Balance of payments,5310.01,Balance of payments
5310.02-Foreign aid,5310.02,Foreign aid
5310.03-International aid,5310.03,International aid
5310.04-International business,5310.04,International business
5310.05-International economic policy,5310.05,International economic policy
5310.06-International Finance,5310.06,International Finance
5310.07-International investment,5310.07,International investment
5310.08-International monetary arrangements,5310.08,International monetary arrangements
5310.09-International trade relations ,5310.09,International trade relations 
5310.90-International economy: American area,5310.90,International economy: American area
5310.91-International economy: European area,5310.91,International economy: European area
5310.99-Other (specify),5310.99,Other (specify)
5311.01-Advertising ,5311.01,Advertising 
5311.02-Financial management,5311.02,Financial management
5311.03-Industry Studies,5311.03,Industry Studies
5311.04-Manpower management,5311.04,Manpower management
5311.05-Marketing,5311.05,Marketing
5311.06-Market studies,5311.06,Market studies
5311.07-Operations research,5311.07,Operations research
5311.08-Optimum production levels,5311.08,Optimum production levels
5311.09-Organization of production ,5311.09,Organization of production 
5311.10-Sales management,5311.10,Sales management
5311.99-Other (specify),5311.99,Other (specify)
"5312.01-Agriculture, forestry, fishing ",5312.01,"Agriculture, forestry, fishing "
"5312.02-Community, social and personal services",5312.02,"Community, social and personal services"
5312.03-Construction ,5312.03,Construction 
5312.04-Education ,5312.04,Education 
5312.05-Energy ,5312.05,Energy 
5312.06-Finance and insurance,5312.06,Finance and insurance
5312.07-Health,5312.07,Health
5312.08-Manufacturing,5312.08,Manufacturing
5312.09-Mining ,5312.09,Mining 
5312.10-Research and development ,5312.10,Research and development 
5312.11-Trade and commerce,5312.11,Trade and commerce
5312.12-Transport and communications ,5312.12,Transport and communications 
5312.90-Tourism,5312.90,Tourism
5312.99-Other (specify),5312.99,Other (specify)
5401.01-Distribution of natural resources,5401.01,Distribution of natural resources
5401.02-Geography of economic activities,5401.02,Geography of economic activities
5401.03-Land utilisation ,5401.03,Land utilisation 
5401.04-Regional development,5401.04,Regional development
5401.99-Other (specify),5401.99,Other (specify)
5403.01-Cultural geography,5403.01,Cultural geography
5403.02-Demo-geography ,5403.02,Demo-geography 
5403.03-Linguistic geography ,5403.03,Linguistic geography 
5403.04-Geography of religion ,5403.04,Geography of religion 
5403.05-Political geography,5403.05,Political geography
5403.06-Social geography,5403.06,Social geography
5403.99-Other (specify),5403.99,Other (specify)
5404.01-Urban geography,5404.01,Urban geography
5404.02-Rural geography,5404.02,Rural geography
5404.99-Other (specify),5404.99,Other (specify)
5502.01-Comparative History,5502.01,Comparative History
5502.02-Historiography,5502.02,Historiography
5502.03-Historical monographs,5502.03,Historical monographs
5502.04-Theories and methods,5502.04,Theories and methods
5502.99-Other (specify),5502.99,Other (specify)
5503.01-Local history,5503.01,Local history
5503.02-Regional history,5503.02,Regional history
5503.99-Other (specify),5503.99,Other (specify)
5504.01-Ancient history,5504.01,Ancient history
5504.02-Contemporary history,5504.02,Contemporary history
5504.03-Medieval history,5504.03,Medieval history
5504.04-Modern history,5504.04,Modern history
5504.05-Prehistory,5504.05,Prehistory
5504.99-Other (specify),5504.99,Other (specify)
5505.01-Archaeology,5505.01,Archaeology
5505.02-Ceramology,5505.02,Ceramology
5505.03-Epigraphy,5505.03,Epigraphy
5505.04-Heraldry,5505.04,Heraldry
5505.05-Iconography,5505.05,Iconography
5505.06-Numismatics,5505.06,Numismatics
5505.07-Onomastics,5505.07,Onomastics
5505.08-Paleography,5505.08,Paleography
5505.09-Papyrology,5505.09,Papyrology
5505.10-Philology ,5505.10,Philology 
5505.11-Sigillography,5505.11,Sigillography
5505.12-Stratigraphy ,5505.12,Stratigraphy 
5505.99-Other (specify),5505.99,Other (specify)
5506.01-History of architecture,5506.01,History of architecture
5506.02-History of art,5506.02,History of art
5506.03-History of astronomy,5506.03,History of astronomy
5506.04-History of biology,5506.04,History of biology
5506.05-History of chemistry,5506.05,History of chemistry
5506.06-History of economics ,5506.06,History of economics 
5506.07-History of education,5506.07,History of education
5506.08-History of geography,5506.08,History of geography
5506.09-History of geology,5506.09,History of geology
5506.10-History of international relations,5506.10,History of international relations
5506.11-History of journalism,5506.11,History of journalism
5506.12-History of law and legal institutions,5506.12,History of law and legal institutions
5506.13-History of Literature,5506.13,History of Literature
5506.14-History of linguistics ,5506.14,History of linguistics 
5506.15-History of logic,5506.15,History of logic
5506.16-History of the magistrature,5506.16,History of the magistrature
5506.17-History of medicine,5506.17,History of medicine
5506.18-History of philosophy ,5506.18,History of philosophy 
5506.19-History of physics,5506.19,History of physics
5506.20-History of political ideas,5506.20,History of political ideas
5506.21-History of religions ,5506.21,History of religions 
5506.22-History of science,5506.22,History of science
5506.23-History of sociology ,5506.23,History of sociology 
5506.24-History of technology,5506.24,History of technology
5506.25-History of war ,5506.25,History of war 
5506.90-History of botany,5506.90,History of botany
5506.99-Other (specify),5506.99,Other (specify)
5602.01-Common law,5602.01,Common law
5602.02-Comparative law,5602.02,Comparative law
5602.03-Jurisprudence,5602.03,Jurisprudence
5602.04-Law of antiquity,5602.04,Law of antiquity
5602.05-Natural law,5602.05,Natural law
5602.06-Statute law,5602.06,Statute law
5602.99-Other (specify),5602.99,Other (specify)
5603.01-Aviation law,5603.01,Aviation law
5603.02-Maritime law,5603.02,Maritime law
5603.03-Outer-space law ,5603.03,Outer-space law 
5603.04-Sea-bed law ,5603.04,Sea-bed law 
5603.99-Other (specify),5603.99,Other (specify)
5604.01-Court officials and procedures,5604.01,Court officials and procedures
5604.02-Magistrature,5604.02,Magistrature
5604.03-Tribunals,5604.03,Tribunals
5604.99-Other (specify),5604.99,Other (specify)
5605.01-Administrative law,5605.01,Administrative law
5605.02-Civil law,5605.02,Civil law
5605.03-Commercial law,5605.03,Commercial law
5605.04-Constitutional law,5605.04,Constitutional law
5605.05-Criminal law,5605.05,Criminal law
5605.06-Fiscal law,5605.06,Fiscal law
5605.07-Public legislation,5605.07,Public legislation
5605.08-Private law,5605.08,Private law
5605.99-Other (specify),5605.99,Other (specify)
5701.01-Abstracting,5701.01,Abstracting
5701.02-Automated documentation,5701.02,Automated documentation
5701.03-Bilingualism,5701.03,Bilingualism
5701.04-Computational linguistics ,5701.04,Computational linguistics 
5701.05-Documentary languages,5701.05,Documentary languages
5701.06-Documentation,5701.06,Documentation
5701.07-Language and literature,5701.07,Language and literature
5701.08-Language of children,5701.08,Language of children
5701.09-Machine translation,5701.09,Machine translation
5701.10-Speech pathology and correction ,5701.10,Speech pathology and correction 
5701.11-Teaching of languages,5701.11,Teaching of languages
5701.12-Translation,5701.12,Translation
5701.99-Other (specify),5701.99,Other (specify)
5702.01-Historical linguistics ,5702.01,Historical linguistics 
5702.02-Etymology,5702.02,Etymology
5702.99-Other (specify),5702.99,Other (specify)
5705.01-Comparative linguistics,5705.01,Comparative linguistics
5705.02-Ethnolinguistics,5705.02,Ethnolinguistics
5705.03-Lexicography,5705.03,Lexicography
5705.04-Lexicology,5705.04,Lexicology
5705.05-Phonetics,5705.05,Phonetics
5705.06-Phonology ,5705.06,Phonology 
5705.07-Psycholinguistics ,5705.07,Psycholinguistics 
5705.08-Semantics,5705.08,Semantics
5705.09-Semiology,5705.09,Semiology
5705.10-Sociolinguistics ,5705.10,Sociolinguistics 
5705.11-Spelling,5705.11,Spelling
5705.12-Stylistics (style and rhetoric) ,5705.12,Stylistics (style and rhetoric) 
"5705.13-Syntax, syntactic analysis",5705.13,"Syntax, syntactic analysis"
5705.99-Other (specify),5705.99,Other (specify)
5801.01-Audio-visual methods,5801.01,Audio-visual methods
5801.02-Comparative pedagogy,5801.02,Comparative pedagogy
5801.03-Curriculum development,5801.03,Curriculum development
5801.04-Educational theories ,5801.04,Educational theories 
5801.05-Experimental pedagogy,5801.05,Experimental pedagogy
5801.06-Pupil and student assessment,5801.06,Pupil and student assessment
5801.07-Pedagogical methods ,5801.07,Pedagogical methods 
5801.08-Programmed instruction,5801.08,Programmed instruction
5801.99-Other (specify),5801.99,Other (specify)
5802.01-Adult Education,5802.01,Adult Education
5802.02-Educational institutions; organization and management,5802.02,Educational institutions; organization and management
5802.03-Educational planning and financing ,5802.03,Educational planning and financing 
5802.04-Levels and subjects of education,5802.04,Levels and subjects of education
"5802.05-Special Education: handicapped, mentally retarded ",5802.05,"Special Education: handicapped, mentally retarded "
"5802.06-Statistical analysis, modelling and projection ",5802.06,"Statistical analysis, modelling and projection "
5802.07-Vocational education and training,5802.07,Vocational education and training
5802.99-Other (specify),5802.99,Other (specify)
5803.01-Career and status of teachers,5803.01,Career and status of teachers
5803.02-Training of teachers,5803.02,Training of teachers
5803.99-Other (specify),5803.99,Other (specify)
5901.01-International co-operation,5901.01,International co-operation
5901.02-International organizations,5901.02,International organizations
5901.03-International politics,5901.03,International politics
5901.04-International treaties and agreements,5901.04,International treaties and agreements
5901.05-Problems of international relations ,5901.05,Problems of international relations 
5901.99-Other (specify),5901.99,Other (specify)
5902.01-Agricultural policy,5902.01,Agricultural policy
5902.02-Cultural policy,5902.02,Cultural policy
5902.03-Commercial policy,5902.03,Commercial policy
5902.04-Communications policy,5902.04,Communications policy
5902.05-Demographic policy,5902.05,Demographic policy
5902.06-Economic policy,5902.06,Economic policy
5902.07-Educational policy,5902.07,Educational policy
5902.08-Environmental policy,5902.08,Environmental policy
5902.09-Foreign policy,5902.09,Foreign policy
5902.10-Health policy,5902.10,Health policy
5902.11-Industrial policy,5902.11,Industrial policy
5902.12-Information policy,5902.12,Information policy
5902.13-Policy planning,5902.13,Policy planning
5902.14-Science and technology policy,5902.14,Science and technology policy
5902.15-Social policy,5902.15,Social policy
5902.16-Transport policy,5902.16,Transport policy
5902.99-Other (specify),5902.99,Other (specify)
5904.01-Executive power,5904.01,Executive power
5904.02-Judiciary power,5904.02,Judiciary power
5904.03-Legislative power,5904.03,Legislative power
5904.04-Relations between the powers,5904.04,Relations between the powers
5904.99-Other (specify),5904.99,Other (specify)
5905.01-Elections,5905.01,Elections
5905.02-Political behavior,5905.02,Political behavior
5905.03-political groups,5905.03,political groups
5905.04-Political leadership,5905.04,Political leadership
5905.05-political movements,5905.05,political movements
5905.06-Political parties,5905.06,Political parties
5905.99-Other (specify),5905.99,Other (specify)
5906.01-Human rights,5906.01,Human rights
5906.02-Languages,5906.02,Languages
5906.03-Minorities,5906.03,Minorities
5906.04-Race ,5906.04,Race 
5906.05-Religion ,5906.05,Religion 
5906.06-Social conflicts ,5906.06,Social conflicts 
5906.99-Other (specify),5906.99,Other (specify)
5907.90-Political systems: American Area,5907.90,Political systems: American Area
5909.01-Administrative management,5909.01,Administrative management
5909.02-Central institutions,5909.02,Central institutions
5909.03-Civil service,5909.03,Civil service
5909.04-Public services,5909.04,Public services
5909.05-Regional institutions,5909.05,Regional institutions
5909.99-Other (specify),5909.99,Other (specify)
5910.01-Information,5910.01,Information
5910.02-Mass media,5910.02,Mass media
5910.03-Press ,5910.03,Press 
5910.04-Propaganda,5910.04,Propaganda
5910.99-Other (specify),5910.99,Other (specify)
6101.01-Behaviour disorders,6101.01,Behaviour disorders
6101.02-Deviant behavior,6101.02,Deviant behavior
6101.03-Mental deficiency,6101.03,Mental deficiency
6101.04-Psychopathology ,6101.04,Psychopathology 
6101.99-Other (specify),6101.99,Other (specify)
6102.01-Development psychology,6102.01,Development psychology
6102.02-Learning disabilities,6102.02,Learning disabilities
6102.03-Mental retardation ,6102.03,Mental retardation 
6102.04-School psychology,6102.04,School psychology
6102.05-Speech pathology ,6102.05,Speech pathology 
6102.99-Other (specify),6102.99,Other (specify)
6103.01-Behavior therapy,6103.01,Behavior therapy
6103.02-Consulting psycholgy,6103.02,Consulting psycholgy
6103.03-Educational counselling and guidance,6103.03,Educational counselling and guidance
6103.04-Group therapy,6103.04,Group therapy
6103.05-Mental retardation ,6103.05,Mental retardation 
6103.06-Psychoanalysis ,6103.06,Psychoanalysis 
6103.07-Psychotherapy ,6103.07,Psychotherapy 
6103.08-Rehabilitation,6103.08,Rehabilitation
6103.09-Vocational guidance,6103.09,Vocational guidance
6103.99-Other (specify),6103.99,Other (specify)
6104.01-Cognitive functioning,6104.01,Cognitive functioning
6104.02-Educational methods,6104.02,Educational methods
6104.03-Laws of learning ,6104.03,Laws of learning 
6104.04-Psycholinguistics ,6104.04,Psycholinguistics 
6104.99-Other (specify),6104.99,Other (specify)
6105.01-Differential psychology,6105.01,Differential psychology
6105.02-Experimental design,6105.02,Experimental design
6105.03-Measurement theory,6105.03,Measurement theory
6105.04-Statistics ,6105.04,Statistics 
6105.05-Psychometrics,6105.05,Psychometrics
6105.06-Scale analysis,6105.06,Scale analysis
6105.07-Test construction,6105.07,Test construction
6105.08-Tests theory,6105.08,Tests theory
6105.09-Test validation,6105.09,Test validation
6105.99-Other (specify),6105.99,Other (specify)
6106.01-Brain function,6106.01,Brain function
6106.02-Comparative psychology,6106.02,Comparative psychology
6106.03-Emotion,6106.03,Emotion
6106.04-Experimental analysis of behavior,6106.04,Experimental analysis of behavior
6106.05-Levels of function,6106.05,Levels of function
6106.06-Memory processes,6106.06,Memory processes
6106.07-Mental processes,6106.07,Mental processes
6106.08-Motivation,6106.08,Motivation
6106.09-Perception processes,6106.09,Perception processes
6106.10-Physiological psychology,6106.10,Physiological psychology
"6106.11-Reaction, reflexes",6106.11,"Reaction, reflexes"
6106.12-Sensory Processes,6106.12,Sensory Processes
6106.99-Other (specify),6106.99,Other (specify)
6107.01-Methodology,6107.01,Methodology
6107.02-Theory and systems,6107.02,Theory and systems
6107.99-Other (specify),6107.99,Other (specify)
6108.01-Death,6108.01,Death
6108.02-Maturity,6108.02,Maturity
6108.03-Senescence,6108.03,Senescence
6108.99-Other (specify),6108.99,Other (specify)
6109.01-Accident prevention,6109.01,Accident prevention
6109.02-Attitudes and morale,6109.02,Attitudes and morale
6109.03-Job design and evaluation,6109.03,Job design and evaluation
6109.04-Labour/management realtions,6109.04,Labour/management realtions
6109.05-Organizational behaviour,6109.05,Organizational behaviour
6109.06-Personnel selection,6109.06,Personnel selection
6109.07-Performance evaluation,6109.07,Performance evaluation
6109.99-Other (specify),6109.99,Other (specify)
6110.01-Extra-sensory perception,6110.01,Extra-sensory perception
6110.02-Hypnosis,6110.02,Hypnosis
6110.99-Other (specify),6110.99,Other (specify)
6111.01-Creativity,6111.01,Creativity
6111.02-Culture and personality,6111.02,Culture and personality
6111.03-Personality development,6111.03,Personality development
6111.04-Measurement of personality,6111.04,Measurement of personality
6111.05-Structure and dynamics of personality,6111.05,Structure and dynamics of personality
6111.06-Theory of personality,6111.06,Theory of personality
6111.99-Other (specify),6111.99,Other (specify)
6112.01-Discrimination,6112.01,Discrimination
6112.02-Minority group phenomena,6112.02,Minority group phenomena
6112.03-Public policy ,6112.03,Public policy 
6112.99-Other (specify),6112.99,Other (specify)
6113.01-Alcoholism ,6113.01,Alcoholism 
6113.02-Behavioral response,6113.02,Behavioral response
6113.03-Drug abuse,6113.03,Drug abuse
6113.04-Drug function ,6113.04,Drug function 
6113.05-Drug therapy,6113.05,Drug therapy
6113.99-Other (specify),6113.99,Other (specify)
6114.01-Advertising ,6114.01,Advertising 
6114.02-Attitudes,6114.02,Attitudes
6114.03-Collective behavior,6114.03,Collective behavior
6114.04-Community psychology,6114.04,Community psychology
6114.05-Conflict resolution ,6114.05,Conflict resolution 
6114.06-Consumer behavior ,6114.06,Consumer behavior 
6114.07-Culture and personality,6114.07,Culture and personality
6114.08-Decision processes and theory,6114.08,Decision processes and theory
6114.09-Forensic psychology ,6114.09,Forensic psychology 
6114.10-Group interaction,6114.10,Group interaction
6114.11-Group processes,6114.11,Group processes
6114.12-Leadership,6114.12,Leadership
6114.13-Marketing,6114.13,Marketing
6114.14-Political behavior,6114.14,Political behavior
6114.15-Public opinion ,6114.15,Public opinion 
6114.16-Role behaviour,6114.16,Role behaviour
6114.17-Social perceptions and movements,6114.17,Social perceptions and movements
6114.18-Symbolic communication,6114.18,Symbolic communication
6114.99-Other (specify),6114.99,Other (specify)
6201.01-Architectural design ,6201.01,Architectural design 
6201.02-Parks and gardens,6201.02,Parks and gardens
6201.03-Urbanism ,6201.03,Urbanism 
6201.99-Other (specify),6201.99,Other (specify)
6202.01-Criticism of texts,6202.01,Criticism of texts
6202.02-Literary analysis,6202.02,Literary analysis
6202.03-Literary style and aesthetics ,6202.03,Literary style and aesthetics 
6202.04-Literary vocabulary,6202.04,Literary vocabulary
6202.05-Rhetoric ,6202.05,Rhetoric 
6202.99-Other (specify),6202.99,Other (specify)
6203.01-Cinematography ,6203.01,Cinematography 
"6203.02-Dance, choreography ",6203.02,"Dance, choreography "
6203.03-Decorative arts,6203.03,Decorative arts
"6203.04-Drawing, engraving",6203.04,"Drawing, engraving"
6203.05-Fine art aesthetics,6203.05,Fine art aesthetics
"6203.06-Music, musicology ",6203.06,"Music, musicology "
6203.07-Painting,6203.07,Painting
6203.08-Photography ,6203.08,Photography 
6203.09-Sculpture,6203.09,Sculpture
6203.10-Theatre,6203.10,Theatre
6203.99-Other (specify),6203.99,Other (specify)
6301.01-Cultural evolution,6301.01,Cultural evolution
6301.02-Cultural relations,6301.02,Cultural relations
6301.03-Folklore,6301.03,Folklore
6301.04-Inter-ethnic relations,6301.04,Inter-ethnic relations
6301.05-Language and Culture,6301.05,Language and Culture
6301.06-National character and civilisation,6301.06,National character and civilisation
6301.07-Sociology of art,6301.07,Sociology of art
6301.08-Sociology of law ,6301.08,Sociology of law 
6301.09-Sociology of literature,6301.09,Sociology of literature
6301.10-Sociology of religion ,6301.10,Sociology of religion 
6301.99-Other (specify),6301.99,Other (specify)
6302.01-Field data collection,6302.01,Field data collection
6302.02-Social psychology ,6302.02,Social psychology 
6302.03-Social survey design,6302.03,Social survey design
6302.04-Social survey methods,6302.04,Social survey methods
6302.99-Other (specify),6302.99,Other (specify)
6303.01-Comparative sociology,6303.01,Comparative sociology
6303.02-Historical sociology ,6303.02,Historical sociology 
6303.03-Methodology,6303.03,Methodology
6303.04-Sociography,6303.04,Sociography
6303.05-Theory,6303.05,Theory
6303.99-Other (specify),6303.99,Other (specify)
6304.01-Conflicts,6304.01,Conflicts
6304.02-Conflicts resolution ,6304.02,Conflicts resolution 
6304.03-War and peace ,6304.03,War and peace 
6304.99-Other (specify),6304.99,Other (specify)
6305.01-Measure and index construction,6305.01,Measure and index construction
6305.02-Model building,6305.02,Model building
6305.03-Statistical analysis ,6305.03,Statistical analysis 
6305.99-Other (specify),6305.99,Other (specify)
6306.01-Bureaucracy,6306.01,Bureaucracy
6306.02-Educational sociology ,6306.02,Educational sociology 
6306.03-Industrial sociology,6306.03,Industrial sociology
6306.04-Medical sociology,6306.04,Medical sociology
6306.05-Sociology of education ,6306.05,Sociology of education 
6306.06-Sociology of law ,6306.06,Sociology of law 
6306.07-Sociology of mass-media,6306.07,Sociology of mass-media
6306.08-Sociology of science ,6306.08,Sociology of science 
6306.99-Other (specify),6306.99,Other (specify)
6307.01-Evolution of societies,6307.01,Evolution of societies
6307.02-Developing countries,6307.02,Developing countries
6307.03-Social policy,6307.03,Social policy
6307.04-Social security,6307.04,Social security
6307.05-Social services,6307.05,Social services
6307.06-socio-economic development,6307.06,socio-economic development
6307.07-Technology and social change ,6307.07,Technology and social change 
6307.99-Other (specify),6307.99,Other (specify)
6308.01-Signs,6308.01,Signs
6308.02-Sociolinguistics ,6308.02,Sociolinguistics 
6308.03-Symbols ,6308.03,Symbols 
6308.99-Other (specify),6308.99,Other (specify)
6309.01-Casts,6309.01,Casts
6309.02-Elites,6309.02,Elites
"6309.03-Family, kinship",6309.03,"Family, kinship"
6309.04-Marriage ,6309.04,Marriage 
6309.05-Social classes,6309.05,Social classes
6309.06-Social mobility,6309.06,Social mobility
6309.07-Social stratification,6309.07,Social stratification
6309.08-Tribes,6309.08,Tribes
6309.09-Woman's status,6309.09,Woman's status
6309.99-Other (specify),6309.99,Other (specify)
6310.01-Crime,6310.01,Crime
6310.02-Delinquency,6310.02,Delinquency
6310.03-Disease,6310.03,Disease
6310.04-Famine,6310.04,Famine
6310.05-Handicapped,6310.05,Handicapped
6310.06-Inter-racial relations ,6310.06,Inter-racial relations 
6310.07-Maladjusted,6310.07,Maladjusted
6310.08-Poverty,6310.08,Poverty
6310.09-Quality of life,6310.09,Quality of life
6310.10-Social conflict and accommondation ,6310.10,Social conflict and accommondation 
6310.11-Social welfare,6310.11,Social welfare
6310.12-Standard of living,6310.12,Standard of living
6310.13-Terrorism,6310.13,Terrorism
6310.14-Unemployment,6310.14,Unemployment
6310.99-Other (specify),6310.99,Other (specify)
6311.01-Community studies,6311.01,Community studies
6311.02-Ecological sociology,6311.02,Ecological sociology
6311.03-Local sociology,6311.03,Local sociology
6311.04-Rural sociology ,6311.04,Rural sociology 
6311.05-Slums,6311.05,Slums
6311.06-Urban sociology ,6311.06,Urban sociology 
6311.99-Other (specify),6311.99,Other (specify)
7102.01-Codes of values,7102.01,Codes of values
7102.02-Codes of ethical conduct,7102.02,Codes of ethical conduct
7102.03-Motivation,7102.03,Motivation
7102.04-Philosophical ethics,7102.04,Philosophical ethics
7102.05-Religious ethics ,7102.05,Religious ethics 
7102.99-Other (specify),7102.99,Other (specify)
7103.01-International Declarations,7103.01,International Declarations
7103.02-National ethics,7103.02,National ethics
7103.03-Economic ethics,7103.03,Economic ethics
7103.04-Ethics of science ,7103.04,Ethics of science 
7103.05-Transnational ethics ,7103.05,Transnational ethics 
7103.99-Other (specify),7103.99,Other (specify)
7201.01-Aporetics,7201.01,Aporetics
7201.02-Epistemology,7201.02,Epistemology
7201.03-Theory of concept,7201.03,Theory of concept
7201.04-Theory of judgement,7201.04,Theory of judgement
7201.05-Theory of perception,7201.05,Theory of perception
7201.06-Theory of reason,7201.06,Theory of reason
7201.99-Other (specify),7201.99,Other (specify)
7202.01-Esthetics,7202.01,Esthetics
7202.02-Hermeneutics,7202.02,Hermeneutics
7202.03-Mind-body problem,7202.03,Mind-body problem
7202.04-Philosophy of action,7202.04,Philosophy of action
7202.05-Philosophy of imagination,7202.05,Philosophy of imagination
